ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/10 16:43:28"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-10\Raw Data\Slide12_Bmarray_Subclasses_F532.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-10\Raw Data\Slide12_US23502317_1003449802_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2630, 1420"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Median - B532"	"F532 Mean - B532"	"Index"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 CV"	"B532 CV"	"F532 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"F532 Total Intensity"	"SNR 532"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"
8	7	8	"Ng fr.40 0.5然"	"111"	17920	12410	100	76	-4	-4	1204	76	10	80	80	80	13	6	0	13	16	0	0.000	0.000	0.000	0.000	0.000	0.000	6072	-0.308	0.000	80	560	100	-50	0	0	-4	-4	Error
8	8	8	"Ng fr.40 0.5然"	"111"	18170	12400	100	83	4	4	1205	83	11	79	79	79	12	20	3	13	15	0	0.000	0.000	0.000	0.000	0.000	0.000	6652	0.333	0.000	80	560	100	-50	0	0	4	4	Error
8	9	8	"Ng fr.40 0.5然"	"111"	18410	12400	100	78	-2	-2	1206	78	12	80	80	80	11	9	3	15	13	0	0.000	0.000	0.000	0.000	0.000	0.000	6235	-0.182	0.000	80	560	100	-50	0	0	-2	-2	Error
8	1	9	"Ng fr.20 0.7然"	"157"	16460	12660	60	82	7	70	1207	145	246	75	76	75	14	38	19	169	18	0	0.000	0.000	0.000	0.000	0.000	0.000	4625	4.929	0.000	32	176	100	-50	0	0	7	70	Error
8	2	9	"Ng fr.20 0.7然"	"157"	16700	12670	100	81	6	6	1208	81	12	75	76	75	12	31	5	14	15	0	0.000	0.000	0.000	0.000	0.000	0.000	6448	0.417	0.000	80	560	100	-50	0	0	6	6	Error
8	3	9	"Ng fr.20 0.7然"	"157"	16950	12660	100	77	2	3	1209	78	11	75	77	75	14	13	1	14	18	0	0.000	0.000	0.000	0.000	0.000	0.000	6222	0.071	0.000	80	560	100	-50	0	0	2	3	Error
8	4	9	"Ng fr.24 0.4然"	"110"	17190	12660	100	77	1	0	1210	76	11	76	77	76	15	9	0	14	19	0	0.000	0.000	0.000	0.000	0.000	0.000	6106	-0.067	0.000	80	560	100	-50	0	0	1	0	Error
8	5	9	"Ng fr.24 0.4然"	"110"	17410	12690	40	70	-6	7	1211	83	25	76	78	76	11	25	25	30	14	0	0.000	0.000	0.000	0.000	0.000	0.000	995	0.455	0.000	12	68	100	-50	0	0	-6	7	Error
8	6	9	"Ng fr.24 0.4然"	"110"	17720	12630	60	93	11	11	1212	93	17	82	83	82	13	47	22	18	15	0	0.000	0.000	0.000	0.000	0.000	0.000	2976	0.769	0.000	32	176	100	-50	0	0	11	11	Error
8	7	9	"Ng fr.28 6.5然"	"126"	17930	12640	100	79	-1	0	1213	80	10	80	82	80	13	14	0	12	15	0	0.000	0.000	0.000	0.000	0.000	0.000	6378	-0.154	0.000	80	560	100	-50	0	0	-1	0	Error
8	8	9	"Ng fr.28 6.5然"	"126"	18170	12630	100	83	4	6	1214	85	11	79	80	79	11	28	8	12	13	0	0.000	0.000	0.000	0.000	0.000	0.000	6783	0.455	0.000	80	560	100	-50	0	0	4	6	Error
8	9	9	"Ng fr.28 6.5然"	"126"	18420	12630	40	95	15	15	1215	95	10	80	80	80	9	58	42	10	11	0	0.000	0.000	0.000	0.000	0.000	0.000	1136	1.667	0.000	12	68	100	-50	0	0	15	15	Error
8	1	10	"Ng fr.12 10然"	"109"	16460	12950	100	72	2	4	1216	74	10	70	71	70	11	25	3	13	15	0	0.000	0.000	0.000	0.000	0.000	0.000	5916	0.273	0.000	80	560	100	-50	0	0	2	4	Error
8	2	10	"Ng fr.12 10然"	"109"	16710	12950	60	80	10	20	1217	90	34	70	73	70	17	44	16	37	23	0	0.000	0.000	0.000	0.000	0.000	0.000	2883	1.000	0.000	32	176	100	-50	0	0	10	20	Error
8	3	10	"Ng fr.12 10然"	"109"	16960	12910	100	68	-3	-1	1218	70	12	71	74	71	18	9	0	17	24	0	0.000	0.000	0.000	0.000	0.000	0.000	5607	-0.222	0.000	80	560	100	-50	0	0	-3	-1	Error
8	4	10	"Ng fr.13 5然"	"125"	17200	12900	100	74	-2	-1	1219	75	10	76	77	76	16	3	0	13	20	0	0.000	0.000	0.000	0.000	0.000	0.000	5993	-0.125	0.000	80	560	100	-50	0	0	-2	-1	Error
8	5	10	"Ng fr.13 5然"	"125"	17450	12900	100	79	-1	-1	1220	79	11	80	81	80	13	6	3	13	16	0	0.000	0.000	0.000	0.000	0.000	0.000	6334	-0.154	0.000	80	560	100	-50	0	0	-1	-1	Error
8	6	10	"Ng fr.13 5然"	"125"	17730	12890	40	84	7	24	1221	101	45	77	78	77	12	42	25	44	15	0	0.000	0.000	0.000	0.000	0.000	0.000	1212	1.917	0.000	12	68	100	-50	0	0	7	24	Error
8	7	10	"Ng fr.16 6.5然"	"141"	17940	12870	100	80	-2	0	1222	82	11	82	83	82	13	13	0	13	15	0	0.000	0.000	0.000	0.000	0.000	0.000	6520	-0.077	0.000	80	560	100	-50	0	0	-2	0	Error
8	8	10	"Ng fr.16 6.5然"	"141"	18160	12860	40	93	10	8	1223	91	13	83	82	83	11	50	17	14	13	0	0.000	0.000	0.000	0.000	0.000	0.000	1096	0.818	0.000	12	68	100	-50	0	0	10	8	Error
8	9	10	"Ng fr.16 6.5然"	"141"	18400	12850	100	83	0	1	1224	84	11	83	84	83	18	8	0	13	21	0	0.000	0.000	0.000	0.000	0.000	0.000	6713	0.000	0.000	80	560	100	-50	0	0	0	1	Error
8	1	11	"Lg 26-10"	"88"	16450	13220	60	465	409	374	1225	430	118	56	56	56	12	100	100	27	21	0	0.000	0.000	0.000	0.000	0.000	0.000	13753	31.167	0.000	32	176	100	0	0	0	409	374	Error
8	2	11	"Lg 26-10"	"88"	16690	13210	60	446	394	354	1226	406	147	52	52	52	9	100	100	36	17	0	0.000	0.000	0.000	0.000	0.000	0.000	13000	39.333	0.000	32	176	100	0	0	0	394	354	Error
8	3	11	"Lg 26-10"	"88"	16960	13220	70	433	377	344	1227	400	131	56	58	56	14	100	97	32	24	0	0.000	0.000	0.000	0.000	0.000	0.000	12787	24.429	0.000	32	236	100	0	0	0	377	344	Error
8	4	11	"Print buffer"	"92"	17200	13210	40	146	85	89	1228	150	24	61	63	61	9	100	100	16	14	0	0.000	0.000	0.000	0.000	0.000	0.000	1796	9.667	0.000	12	68	100	0	0	0	85	89	Error
8	5	11	"Print buffer"	"92"	17450	13210	50	244	180	180	1229	244	21	64	67	64	12	100	100	8	17	0	0.000	0.000	0.000	0.000	0.000	0.000	2929	14.750	0.000	12	104	100	0	0	0	180	180	Error
8	6	11	"Print buffer"	"92"	17690	13180	60	176	106	101	1230	171	54	70	70	70	11	97	97	31	15	0	0.000	0.000	0.000	0.000	0.000	0.000	5486	9.182	0.000	32	176	100	0	0	0	106	101	Error
8	7	11	"Print buffer"	"96"	17940	13210	90	147	68	77	1231	156	41	79	80	79	11	96	92	26	13	0	0.000	0.000	0.000	0.000	0.000	0.000	8099	6.909	0.000	52	420	100	0	0	0	68	77	Error
8	8	11	"Print buffer"	"96"	18190	13200	80	165	84	77	1232	158	39	81	82	81	11	92	90	24	13	0	0.000	0.000	0.000	0.000	0.000	0.000	8198	6.909	0.000	52	340	100	0	0	0	84	77	Error
8	9	11	"Print buffer"	"96"	18440	13200	80	172	87	80	1233	165	48	85	86	85	11	90	83	29	12	0	0.000	0.000	0.000	0.000	0.000	0.000	8595	7.182	0.000	52	340	100	0	0	0	87	80	Error
8	1	12	"Lg 19-8 3 然"	"76"	16460	13420	60	4402	4349	5845	1234	5898	5401	53	54	53	10	100	100	91	18	0	0.000	0.000	0.000	0.000	0.000	0.000	188744	584.400	0.000	32	176	100	0	0	0	4349	5845	Error
8	2	12	"Lg 19-8 3 然"	"76"	16740	13410	60	5796	5744	9028	1235	9080	8905	52	54	52	17	100	100	98	31	0	0.000	0.000	0.000	0.000	0.000	0.000	290565	530.941	0.000	32	176	100	0	0	0	5744	9028	Error
8	3	12	"Lg 19-8 3 然"	"76"	16980	13430	60	3269	3212	3171	1236	3228	2016	57	57	57	9	97	97	62	15	0	0.000	0.000	0.000	0.000	0.000	0.000	103282	352.333	0.000	32	176	100	0	0	0	3212	3171	Error
8	4	12	"Lg 20-10"	"80"	17220	13440	70	5456	5393	7122	1237	7185	5058	63	63	63	9	100	100	70	14	0	0.000	0.000	0.000	0.000	0.000	0.000	229933	791.333	0.000	32	236	100	0	0	0	5393	7122	Error
8	5	12	"Lg 20-10"	"80"	17450	13420	60	8985	8920	8229	1238	8294	6562	65	66	65	11	100	100	79	16	0	0.000	0.000	0.000	0.000	0.000	0.000	265396	748.000	0.000	32	176	100	0	0	0	8920	8229	Error
8	6	12	"Lg 20-10"	"80"	17730	13440	40	4583	4511	7116	1239	7188	5864	72	149	72	223	100	100	81	149	0	0.000	0.000	0.000	0.000	0.000	0.000	86261	31.565	0.000	12	68	100	0	0	0	4511	7116	Error
8	7	12	"Lg 23-11 1 然"	"84"	17920	13420	70	19415	19334	18858	1240	18939	7948	81	90	81	142	100	100	41	157	0	0.000	0.000	0.000	0.000	0.000	0.000	606036	132.739	0.000	32	236	100	0	0	0	19334	18858	Error
8	8	12	"Lg 23-11 1 然"	"84"	18190	13480	60	8638	8556	10811	1241	10893	6513	82	85	82	18	100	100	59	21	0	0.000	0.000	0.000	0.000	0.000	0.000	348579	600.444	0.000	32	176	100	0	0	0	8556	10811	Error
8	9	12	"Lg 23-11 1 然"	"84"	18430	13450	70	23937	23849	19099	1242	19187	9360	88	91	88	24	100	100	48	26	0	0.000	0.000	0.000	0.000	0.000	0.000	613986	795.667	0.000	32	236	100	0	0	0	23849	19099	Error
8	1	13	"Ng 21-8 3 然"	"64"	16470	13690	70	6301	6243	6427	1243	6485	1983	58	60	58	21	100	100	30	35	0	0.000	0.000	0.000	0.000	0.000	0.000	207517	305.952	0.000	32	236	100	0	0	0	6243	6427	Error
8	2	13	"Ng 21-8 3 然"	"64"	16710	13690	70	7506	7453	7224	1244	7277	2079	53	55	53	10	100	100	28	18	0	0.000	0.000	0.000	0.000	0.000	0.000	232850	722.200	0.000	32	236	100	0	0	0	7453	7224	Error
8	3	13	"Ng 21-8 3 然"	"64"	16960	13680	60	5294	5239	5057	1245	5112	2033	55	57	55	11	100	100	39	19	0	0.000	0.000	0.000	0.000	0.000	0.000	163590	459.545	0.000	32	176	100	0	0	0	5239	5057	Error
8	4	13	"Lg 16-17 3 然"	"68"	17180	13690	30	2657	2577	2490	1246	2570	907	80	456	80	928	100	75	35	203	0	0.000	0.000	0.000	0.000	0.000	0.000	10278	2.278	0.000	4	20	100	0	0	0	2577	2490	Error
8	5	13	"Lg 16-17 3 然"	"68"	17420	13680	30	2420	2333	2411	1247	2498	1528	87	322	87	451	100	100	61	140	0	0.000	0.000	0.000	0.000	0.000	0.000	9992	4.825	0.000	4	20	100	0	0	0	2333	2411	Error
8	6	13	"Lg 16-17 3 然"	"68"	17720	13700	30	2434	2333	2607	1248	2708	872	101	365	101	437	100	100	32	119	0	0.000	0.000	0.000	0.000	0.000	0.000	10833	5.362	0.000	4	20	100	0	0	0	2333	2607	Error
8	7	13	"Lg 17-15 HF 10 然"	"72"	17950	13690	70	18503	18420	17944	1249	18027	7376	83	145	83	677	100	100	40	466	0	0.000	0.000	0.000	0.000	0.000	0.000	576871	26.414	0.000	32	236	100	0	0	0	18420	17944	Error
8	8	13	"Lg 17-15 HF 10 然"	"72"	18210	13680	70	19222	19135	17370	1250	17457	7546	87	88	87	12	100	100	43	13	0	0.000	0.000	0.000	0.000	0.000	0.000	558629	1447.417	0.000	32	236	100	0	0	0	19135	17370	Error
8	9	13	"Lg 17-15 HF 10 然"	"72"	18440	13680	70	21875	21781	18453	1251	18547	8141	94	148	94	359	100	100	43	242	0	0.000	0.000	0.000	0.000	0.000	0.000	593517	51.251	0.000	32	236	100	0	0	0	21781	18453	Error
8	1	14	"Ng 19-9 10 然"	"52"	16490	13910	70	7751	7694	8215	1252	8272	4798	57	58	57	10	100	100	58	17	0	0.000	0.000	0.000	0.000	0.000	0.000	264715	821.400	0.000	32	236	100	0	0	0	7694	8215	Error
8	2	14	"Ng 19-9 10 然"	"52"	16710	13900	70	8410	8352	9051	1253	9109	5529	58	58	58	9	100	100	60	15	0	0.000	0.000	0.000	0.000	0.000	0.000	291473	1005.667	0.000	32	236	100	0	0	0	8352	9051	Error
8	3	14	"Ng 19-9 10 然"	"52"	16970	13900	70	7002	6940	8452	1254	8514	5629	62	63	62	10	100	100	66	15	0	0.000	0.000	0.000	0.000	0.000	0.000	272439	845.100	0.000	32	236	100	0	0	0	6940	8452	Error
8	4	14	"Ng 19-11 1 然"	"56"	17230	13900	70	7780	7703	8786	1255	8863	5188	77	79	77	15	100	100	58	18	0	0.000	0.000	0.000	0.000	0.000	0.000	283631	585.600	0.000	32	236	100	0	0	0	7703	8786	Error
8	5	14	"Ng 19-11 1 然"	"56"	17440	13900	80	4683	4605	7164	1256	7242	6583	78	79	78	12	96	96	90	15	0	0.000	0.000	0.000	0.000	0.000	0.000	376576	596.917	0.000	52	340	100	0	0	0	4605	7164	Error
8	6	14	"Ng 19-11 1 然"	"56"	17720	13900	70	8667	8582	8701	1257	8786	5614	85	85	85	11	100	100	63	12	0	0.000	0.000	0.000	0.000	0.000	0.000	281163	791.000	0.000	32	236	100	0	0	0	8582	8701	Error
8	7	14	"Ng 20-8 1 然"	"60"	17990	13940	30	6492	6382	6376	1258	6486	1775	110	865	110	1260	100	100	27	145	0	0.000	0.000	0.000	0.000	0.000	0.000	25942	4.461	0.000	4	20	100	0	0	0	6382	6376	Error
8	8	14	"Ng 20-8 1 然"	"60"	18180	13880	30	4578	4476	4342	1259	4444	1794	102	933	102	1625	100	75	40	174	0	0.000	0.000	0.000	0.000	0.000	0.000	17774	2.161	0.000	4	20	100	0	0	0	4476	4342	Error
8	9	14	"Ng 20-8 1 然"	"60"	18430	13910	70	6915	6820	7028	1260	7123	1514	95	97	95	12	100	100	21	12	0	0.000	0.000	0.000	0.000	0.000	0.000	227947	585.500	0.000	32	236	100	0	0	0	6820	7028	Error
8	1	15	"Ng 16-9 1 然"	"40"	16480	14170	70	12560	12500	12473	1261	12533	5373	60	60	60	10	100	100	42	16	0	0.000	0.000	0.000	0.000	0.000	0.000	401053	1247.300	0.000	32	236	100	0	0	0	12500	12473	Error
8	2	15	"Ng 16-9 1 然"	"40"	16710	14180	70	14909	14849	13052	1262	13112	5490	60	60	60	9	100	100	41	15	0	0.000	0.000	0.000	0.000	0.000	0.000	419599	1450.222	0.000	32	236	100	0	0	0	14849	13052	Error
8	3	15	"Ng 16-9 1 然"	"40"	16970	14180	70	15909	15840	14077	1263	14146	5780	69	69	69	9	100	100	40	13	0	0.000	0.000	0.000	0.000	0.000	0.000	452672	1564.111	0.000	32	236	100	0	0	0	15840	14077	Error
8	4	15	"Ng 17-7 1 然"	"44"	17220	14170	70	2804	2726	2589	1264	2667	1158	78	79	78	11	100	100	43	13	0	0.000	0.000	0.000	0.000	0.000	0.000	85349	235.273	0.000	32	236	100	0	0	0	2726	2589	Error
8	5	15	"Ng 17-7 1 然"	"44"	17460	14160	70	2848	2765	2746	1265	2829	935	83	84	83	11	100	100	33	13	0	0.000	0.000	0.000	0.000	0.000	0.000	90521	249.545	0.000	32	236	100	0	0	0	2765	2746	Error
8	6	15	"Ng 17-7 1 然"	"44"	17710	14160	70	3769	3684	3494	1266	3579	1096	85	85	85	11	100	100	30	12	0	0.000	0.000	0.000	0.000	0.000	0.000	114540	317.636	0.000	32	236	100	0	0	0	3684	3494	Error
8	7	15	"Ng 17-9 1 然"	"48"	17940	14150	30	2575	2469	2850	1267	2956	1698	106	413	106	634	100	100	57	153	0	0.000	0.000	0.000	0.000	0.000	0.000	11822	4.011	0.000	4	20	100	0	0	0	2469	2850	Error
8	8	15	"Ng 17-9 1 然"	"48"	18230	14160	30	2928	2822	2758	1268	2864	670	106	446	106	564	100	100	23	126	0	0.000	0.000	0.000	0.000	0.000	0.000	11456	4.287	0.000	4	20	100	0	0	0	2822	2758	Error
8	9	15	"Ng 17-9 1 然"	"48"	18440	14170	60	2895	2794	2741	1269	2842	1035	101	102	101	12	100	100	36	11	0	0.000	0.000	0.000	0.000	0.000	0.000	90947	228.333	0.000	32	176	100	0	0	0	2794	2741	Error
8	1	16	"Ng 14-9 30 然"	"28"	16480	14430	70	725	665	631	1270	691	141	60	59	60	10	100	100	20	16	0	0.000	0.000	0.000	0.000	0.000	0.000	22108	63.200	0.000	32	236	100	0	0	0	665	631	Error
8	2	16	"Ng 14-9 30 然"	"28"	16720	14420	70	815	753	726	1271	788	116	62	62	62	9	100	100	14	14	0	0.000	0.000	0.000	0.000	0.000	0.000	25219	80.667	0.000	32	236	100	0	0	0	753	726	Error
8	3	16	"Ng 14-9 30 然"	"28"	16970	14440	70	837	768	733	1272	802	143	69	69	69	10	100	100	17	14	0	0.000	0.000	0.000	0.000	0.000	0.000	25670	73.300	0.000	32	236	100	0	0	0	768	733	Error
8	4	16	"Ng 14-10 3 然"	"32"	17230	14410	70	18356	18276	15830	1273	15910	7682	80	81	80	10	100	100	48	12	0	0.000	0.000	0.000	0.000	0.000	0.000	509133	1582.900	0.000	32	236	100	0	0	0	18276	15830	Error
8	5	16	"Ng 14-10 3 然"	"32"	17460	14420	70	24603	24515	19789	1274	19877	8592	88	89	88	11	100	100	43	12	0	0.000	0.000	0.000	0.000	0.000	0.000	636063	1798.909	0.000	32	236	100	0	0	0	24515	19789	Error
8	6	16	"Ng 14-10 3 然"	"32"	17710	14410	70	21592	21500	19036	1275	19128	7597	92	93	92	13	100	100	39	13	0	0.000	0.000	0.000	0.000	0.000	0.000	612098	1464.231	0.000	32	236	100	0	0	0	21500	19036	Error
8	7	16	"Ng 15-10 1然"	"36"	17970	14410	70	22915	22809	21126	1276	21232	5885	106	105	106	16	100	100	27	15	0	0.000	0.000	0.000	0.000	0.000	0.000	679421	1320.438	0.000	32	236	100	0	0	0	22809	21126	Error
8	8	16	"Ng 15-10 1然"	"36"	18210	14390	70	17360	17262	14175	1277	14273	8017	98	100	98	15	100	100	56	15	0	0.000	0.000	0.000	0.000	0.000	0.000	456730	944.867	0.000	32	236	100	0	0	0	17262	14175	Error
8	9	16	"Ng 15-10 1然"	"36"	18450	14390	80	15397	15289	13942	1278	14050	9689	108	131	108	104	100	98	68	79	0	0.000	0.000	0.000	0.000	0.000	0.000	730616	133.837	0.000	52	340	100	0	0	0	15289	13942	Error
8	1	17	"Ng 11-10 1 然"	"16"	16490	14680	70	230	167	177	1279	240	58	63	66	63	43	100	100	24	65	0	0.000	0.000	0.000	0.000	0.000	0.000	7681	4.047	0.000	32	236	100	0	0	0	167	177	Error
8	2	17	"Ng 11-10 1 然"	"16"	16730	14680	70	221	159	162	1280	224	62	62	64	62	13	100	100	27	20	0	0.000	0.000	0.000	0.000	0.000	0.000	7166	12.308	0.000	32	236	100	0	0	0	159	162	Error
8	3	17	"Ng 11-10 1 然"	"16"	16980	14670	70	295	225	227	1281	297	47	70	71	70	12	100	100	15	16	0	0.000	0.000	0.000	0.000	0.000	0.000	9510	18.833	0.000	32	236	100	0	0	0	225	227	Error
8	4	17	"Ng 12-11 3 然"	"20"	17210	14700	60	300	209	227	1282	318	59	91	93	91	20	100	100	18	21	0	0.000	0.000	0.000	0.000	0.000	0.000	10178	11.250	0.000	32	176	100	0	0	0	209	227	Error
8	5	17	"Ng 12-11 3 然"	"20"	17450	14670	60	332	230	240	1283	342	55	102	104	102	19	100	100	16	18	0	0.000	0.000	0.000	0.000	0.000	0.000	10951	12.526	0.000	32	176	100	0	0	0	230	240	Error
8	6	17	"Ng 12-11 3 然"	"20"	17720	14700	70	377	262	274	1284	389	60	115	115	115	26	100	100	15	22	0	0.000	0.000	0.000	0.000	0.000	0.000	12462	10.538	0.000	32	236	100	0	0	0	262	274	Error
8	7	17	"Ng 13-15 3 然"	"24"	17970	14650	70	369	280	269	1285	358	109	89	90	89	14	100	100	30	15	0	0.000	0.000	0.000	0.000	0.000	0.000	11462	19.143	0.000	32	236	100	0	0	0	280	269	Error
8	8	17	"Ng 13-15 3 然"	"24"	18180	14660	70	423	312	317	1286	428	89	111	201	111	179	97	28	20	89	0	0.000	0.000	0.000	0.000	0.000	0.000	13711	1.268	0.000	32	236	100	0	0	0	312	317	Error
8	9	17	"Ng 13-15 3 然"	"24"	18420	14650	100	634	126	150	1287	658	186	508	442	508	250	19	6	28	56	0	0.000	0.000	0.000	0.000	0.000	0.000	52611	0.864	0.000	80	560	100	-100	0	0	126	150	Error
8	1	18	"Ng 9-9 3然"	"4"	16490	14930	40	787	727	1003	1288	1063	531	60	65	60	18	100	100	49	27	0	0.000	0.000	0.000	0.000	0.000	0.000	12755	55.444	0.000	12	68	100	0	0	0	727	1003	Error
8	2	18	"Ng 9-9 3然"	"4"	16730	14930	40	930	865	1065	1289	1130	619	65	69	65	15	100	100	54	21	0	0.000	0.000	0.000	0.000	0.000	0.000	13561	70.733	0.000	12	68	100	0	0	0	865	1065	Error
8	3	18	"Ng 9-9 3然"	"4"	16980	14930	40	923	845	984	1290	1062	550	78	82	78	18	100	100	51	21	0	0.000	0.000	0.000	0.000	0.000	0.000	12748	54.444	0.000	12	68	100	0	0	0	845	984	Error
8	4	18	"Ng 10-11 3 然"	"8"	17230	14930	70	310	225	263	1291	348	102	85	89	85	22	100	100	29	24	0	0.000	0.000	0.000	0.000	0.000	0.000	11149	11.773	0.000	32	236	100	0	0	0	225	263	Error
8	5	18	"Ng 10-11 3 然"	"8"	17460	14930	70	349	244	259	1292	364	114	105	105	105	14	100	100	31	13	0	0.000	0.000	0.000	0.000	0.000	0.000	11652	18.500	0.000	32	236	100	0	0	0	244	259	Error
8	6	18	"Ng 10-11 3 然"	"8"	17720	14930	70	318	232	263	1293	349	83	86	87	86	11	100	100	23	12	0	0.000	0.000	0.000	0.000	0.000	0.000	11167	23.818	0.000	32	236	100	0	0	0	232	263	Error
8	7	18	"Ng 10-13 10 然"	"12"	17960	14920	70	321	225	239	1294	335	82	96	97	96	14	100	100	24	14	0	0.000	0.000	0.000	0.000	0.000	0.000	10716	17.000	0.000	32	236	100	0	0	0	225	239	Error
8	8	18	"Ng 10-13 10 然"	"12"	18250	14940	190	432	281	261	1295	412	178	151	274	151	254	55	7	43	92	0	0.000	0.000	0.000	0.000	0.000	0.000	105514	0.543	0.000	256	1940	100	-100	0	0	281	261	Error
8	9	18	"Ng 10-13 10 然"	"12"	18450	14910	70	401	276	295	1296	420	87	125	138	125	47	100	100	20	34	0	0.000	0.000	0.000	0.000	0.000	0.000	13432	6.000	0.000	32	232	100	0	0	0	276	295	Error
9	1	1	""	""	3090	19820	100	80	-1	6	1297	87	33	81	85	81	25	10	6	37	29	0	0.000	0.000	0.000	0.000	0.000	0.000	6990	0.080	0.000	80	560	100	-75	0	0	-1	6	Error
9	2	1	""	""	3330	19820	100	76	-3	-1	1298	78	12	79	85	79	37	1	0	15	43	0	0.000	0.000	0.000	0.000	0.000	0.000	6211	-0.189	0.000	80	560	100	-75	0	0	-3	-1	Error
9	3	1	""	""	3580	19820	100	84	-2	1	1299	87	19	86	93	86	41	3	1	21	44	0	0.000	0.000	0.000	0.000	0.000	0.000	6994	-0.146	0.000	80	560	100	-75	0	0	-2	1	Error
9	4	1	""	""	3820	19820	100	90	5	6	1300	91	19	85	95	85	38	6	1	20	40	0	0.000	0.000	0.000	0.000	0.000	0.000	7302	-0.105	0.000	80	560	100	-75	0	0	5	6	Error
9	5	1	""	""	4070	19820	100	87	5	8	1301	90	23	82	86	82	29	9	3	25	33	0	0.000	0.000	0.000	0.000	0.000	0.000	7162	0.138	0.000	80	560	100	-75	0	0	5	8	Error
9	6	1	""	""	4310	19820	100	82	0	3	1302	85	22	82	87	82	33	4	1	25	37	0	0.000	0.000	0.000	0.000	0.000	0.000	6808	-0.061	0.000	80	560	100	-75	0	0	0	3	Error
9	7	1	""	""	4560	19820	100	78	-7	-5	1303	80	15	85	89	85	32	3	0	18	35	0	0.000	0.000	0.000	0.000	0.000	0.000	6406	-0.281	0.000	80	560	100	-75	0	0	-7	-5	Error
9	8	1	""	""	4800	19820	100	94	10	19	1304	103	44	84	88	84	35	14	6	42	39	0	0.000	0.000	0.000	0.000	0.000	0.000	8243	0.429	0.000	80	560	100	-75	0	0	10	19	Error
9	9	1	""	""	5050	19820	100	83	1	6	1305	88	25	82	91	82	47	5	1	28	51	0	0.000	0.000	0.000	0.000	0.000	0.000	7061	-0.064	0.000	80	560	100	-75	0	0	1	6	Error
9	1	2	""	""	3090	20070	100	78	-1	1	1306	80	16	79	83	79	24	8	1	20	28	0	0.000	0.000	0.000	0.000	0.000	0.000	6382	-0.125	0.000	80	560	100	-75	0	0	-1	1	Error
9	2	2	""	""	3330	20070	100	80	-4	6	1307	90	54	84	91	84	32	8	3	60	35	0	0.000	0.000	0.000	0.000	0.000	0.000	7180	-0.031	0.000	80	560	100	-75	0	0	-4	6	Error
9	3	2	""	""	3580	20070	100	76	-5	-4	1308	77	14	81	84	81	24	5	0	18	28	0	0.000	0.000	0.000	0.000	0.000	0.000	6168	-0.292	0.000	80	560	100	-75	0	0	-5	-4	Error
9	4	2	""	""	3820	20070	100	83	1	11	1309	93	52	82	89	82	48	5	3	55	53	0	0.000	0.000	0.000	0.000	0.000	0.000	7434	0.083	0.000	80	560	100	-75	0	0	1	11	Error
9	5	2	""	""	4070	20070	100	83	6	6	1310	83	16	77	82	77	28	9	0	19	34	0	0.000	0.000	0.000	0.000	0.000	0.000	6633	0.036	0.000	80	560	100	-75	0	0	6	6	Error
9	6	2	""	""	4310	20070	100	87	5	13	1311	95	54	82	99	82	100	3	1	56	101	0	0.000	0.000	0.000	0.000	0.000	0.000	7586	-0.040	0.000	80	560	100	-75	0	0	5	13	Error
9	7	2	""	""	4560	20070	100	81	-1	6	1312	88	28	82	92	82	55	4	1	31	59	0	0.000	0.000	0.000	0.000	0.000	0.000	7044	-0.073	0.000	80	560	100	-75	0	0	-1	6	Error
