ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/10 16:43:28"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-10\Raw Data\Slide12_Bmarray_Subclasses_F532.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-10\Raw Data\Slide12_US23502317_1003449802_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2630, 1420"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Median - B532"	"F532 Mean - B532"	"Index"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 CV"	"B532 CV"	"F532 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"F532 Total Intensity"	"SNR 532"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"
27	7	2	""	""	13770	56170	100	122	-5	1	4228	128	31	127	160	127	314	0	0	24	196	0	0.000	0.000	0.000	0.000	0.000	0.000	10259	-0.102	0.000	80	560	100	-75	0	0	-5	1	Error
27	8	2	""	""	14010	56170	100	130	0	12	4229	142	63	130	159	130	309	1	0	44	194	0	0.000	0.000	0.000	0.000	0.000	0.000	11340	-0.055	0.000	80	560	100	-75	0	0	0	12	Error
27	9	2	""	""	14260	56170	100	144	11	32	4230	165	80	133	140	133	38	28	16	48	27	0	0.000	0.000	0.000	0.000	0.000	0.000	13189	0.658	0.000	80	560	100	-75	0	0	11	32	Error
27	1	3	""	""	12300	56410	100	113	4	7	4231	116	21	109	114	109	27	15	3	18	23	0	0.000	0.000	0.000	0.000	0.000	0.000	9261	0.074	0.000	80	560	100	-75	0	0	4	7	Error
27	2	3	""	""	12540	56410	100	110	-4	-1	4232	113	29	114	123	114	42	9	3	25	34	0	0.000	0.000	0.000	0.000	0.000	0.000	9070	-0.238	0.000	80	560	100	-75	0	0	-4	-1	Error
27	3	3	""	""	12790	56410	100	113	-3	3	4233	119	26	116	132	116	96	3	0	21	72	0	0.000	0.000	0.000	0.000	0.000	0.000	9484	-0.135	0.000	80	560	100	-75	0	0	-3	3	Error
27	4	3	""	""	13030	56410	100	130	10	43	4234	163	119	120	133	120	73	13	10	73	54	0	0.000	0.000	0.000	0.000	0.000	0.000	13011	0.411	0.000	80	560	100	-75	0	0	10	43	Error
27	5	3	""	""	13280	56410	100	127	6	19	4235	140	61	121	132	121	57	8	5	43	43	0	0.000	0.000	0.000	0.000	0.000	0.000	11201	0.140	0.000	80	560	100	-75	0	0	6	19	Error
27	6	3	""	""	13520	56410	100	127	3	15	4236	139	54	124	134	124	44	9	6	38	32	0	0.000	0.000	0.000	0.000	0.000	0.000	11082	0.114	0.000	80	560	100	-75	0	0	3	15	Error
27	7	3	""	""	13770	56410	100	115	-10	2	4237	127	58	125	145	125	118	3	1	45	81	0	0.000	0.000	0.000	0.000	0.000	0.000	10150	-0.153	0.000	80	560	100	-75	0	0	-10	2	Error
27	8	3	""	""	14010	56410	100	123	-2	8	4238	133	47	125	134	125	46	11	6	35	34	0	0.000	0.000	0.000	0.000	0.000	0.000	10667	-0.022	0.000	80	560	100	-75	0	0	-2	8	Error
27	9	3	""	""	14260	56410	100	121	0	9	4239	130	49	121	130	121	41	11	3	37	31	0	0.000	0.000	0.000	0.000	0.000	0.000	10381	0.000	0.000	80	560	100	-75	0	0	0	9	Error
27	1	4	""	""	12300	56660	100	104	-6	0	4240	110	23	110	115	110	28	13	4	20	24	0	0.000	0.000	0.000	0.000	0.000	0.000	8788	-0.179	0.000	80	488	100	-75	0	0	-6	0	Error
27	2	4	""	""	12540	56660	100	119	7	18	4241	130	51	112	119	112	35	20	5	39	29	0	0.000	0.000	0.000	0.000	0.000	0.000	10382	0.314	0.000	80	484	100	-75	0	0	7	18	Error
27	3	4	""	""	12790	56660	100	115	-1	4	4242	120	48	116	208	116	1469	0	0	40	706	0	0.000	0.000	0.000	0.000	0.000	0.000	9597	-0.060	0.000	80	540	100	-75	0	0	-1	4	Error
27	4	4	""	""	13030	56660	100	121	1	8	4243	128	32	120	127	120	39	11	4	25	30	0	0.000	0.000	0.000	0.000	0.000	0.000	10253	0.026	0.000	80	560	100	-75	0	0	1	8	Error
27	5	4	""	""	13280	56660	100	119	0	4	4244	123	23	119	131	119	76	1	0	18	58	0	0.000	0.000	0.000	0.000	0.000	0.000	9848	-0.105	0.000	80	560	100	-75	0	0	0	4	Error
27	6	4	""	""	13520	56660	100	129	8	10	4245	131	24	121	128	121	48	6	0	18	37	0	0.000	0.000	0.000	0.000	0.000	0.000	10448	0.063	0.000	80	560	100	-75	0	0	8	10	Error
27	7	4	""	""	13770	56660	100	121	-2	-1	4246	122	23	123	131	123	39	4	1	18	29	0	0.000	0.000	0.000	0.000	0.000	0.000	9762	-0.231	0.000	80	560	100	-75	0	0	-2	-1	Error
27	8	4	""	""	14010	56660	100	114	-7	-2	4247	119	28	121	146	121	208	0	0	23	142	0	0.000	0.000	0.000	0.000	0.000	0.000	9532	-0.130	0.000	80	560	100	-75	0	0	-7	-2	Error
27	9	4	""	""	14260	56660	100	118	-2	19	4248	139	90	120	157	120	342	3	0	64	217	0	0.000	0.000	0.000	0.000	0.000	0.000	11148	-0.053	0.000	80	560	100	-75	0	0	-2	19	Error
27	1	5	"Blank 10"	"156"	12110	56790	50	153	50	41	4249	144	42	103	107	103	22	58	58	29	20	0	0.000	0.000	0.000	0.000	0.000	0.000	1729	1.682	0.000	12	104	100	-50	0	0	50	41	Error
27	2	5	"Blank 10"	"156"	12380	56740	60	109	-9	-5	4250	113	37	118	127	118	50	9	3	32	39	0	0.000	0.000	0.000	0.000	0.000	0.000	3618	-0.280	0.000	32	140	100	-50	0	0	-9	-5	Error
27	3	5	"Blank 10"	"156"	12640	56780	100	109	-5	-3	4251	111	17	114	118	114	25	4	0	15	21	0	0.000	0.000	0.000	0.000	0.000	0.000	8918	-0.280	0.000	80	464	100	-50	0	0	-5	-3	Error
27	4	5	""	""	13030	56900	100	119	-5	6	4252	130	36	124	131	124	37	14	5	27	28	0	0.000	0.000	0.000	0.000	0.000	0.000	10366	-0.027	0.000	80	550	100	-75	0	0	-5	6	Error
27	5	5	""	""	13280	56900	100	120	-3	2	4253	125	22	123	222	123	1485	0	0	17	668	0	0.000	0.000	0.000	0.000	0.000	0.000	10009	-0.065	0.000	80	541	100	-75	0	0	-3	2	Error
27	6	5	""	""	13520	56900	100	122	-4	39	4254	165	188	126	132	126	39	13	8	113	29	0	0.000	0.000	0.000	0.000	0.000	0.000	13239	0.846	0.000	80	556	100	-75	0	0	-4	39	Error
27	7	5	""	""	13770	56900	100	122	1	5	4255	126	31	121	150	121	393	0	0	24	262	0	0.000	0.000	0.000	0.000	0.000	0.000	10088	-0.061	0.000	80	560	100	-75	0	0	1	5	Error
27	8	5	""	""	14010	56900	100	121	-1	3	4256	125	28	122	150	122	224	0	0	22	149	0	0.000	0.000	0.000	0.000	0.000	0.000	9973	-0.112	0.000	80	530	100	-75	0	0	-1	3	Error
27	9	5	""	""	14260	56900	100	114	-7	0	4257	121	29	121	129	121	35	9	4	23	27	0	0.000	0.000	0.000	0.000	0.000	0.000	9702	-0.229	0.000	80	538	100	-75	0	0	-7	0	Error
27	1	6	"Lg fr. 28 0.1然"	"108"	12100	56940	60	113	3	15	4258	125	31	110	114	110	25	31	13	24	21	0	0.000	0.000	0.000	0.000	0.000	0.000	3990	0.440	0.000	32	176	100	-50	0	0	3	15	Error
27	2	6	"Lg fr. 28 0.1然"	"108"	12410	56950	70	136	17	42	4259	161	84	119	123	119	32	38	19	52	26	0	0.000	0.000	0.000	0.000	0.000	0.000	5167	1.188	0.000	32	236	100	-50	0	0	17	42	Error
27	3	6	"Lg fr. 28 0.1然"	"108"	12660	56980	100	123	7	17	4260	133	52	116	120	116	29	15	6	39	24	0	0.000	0.000	0.000	0.000	0.000	0.000	10619	0.448	0.000	80	548	100	-50	0	0	7	17	Error
27	4	6	"Lg fr. 32 0.1然"	"124"	12910	57020	40	159	34	49	4261	174	68	125	137	125	46	42	17	39	33	0	0.000	0.000	0.000	0.000	0.000	0.000	2082	0.804	0.000	12	68	100	-50	0	0	34	49	Error
27	5	6	"Lg fr. 32 0.1然"	"124"	13230	57050	40	178	56	63	4262	185	68	122	128	122	28	67	50	36	21	0	0.000	0.000	0.000	0.000	0.000	0.000	2221	2.036	0.000	12	68	100	-50	0	0	56	63	Error
27	6	6	"Lg fr. 32 0.1然"	"124"	13490	57110	100	126	-1	9	4263	136	48	127	137	127	72	3	1	35	52	0	0.000	0.000	0.000	0.000	0.000	0.000	10884	-0.014	0.000	80	551	100	-50	0	0	-1	9	Error
27	7	6	"Blank 6"	"140"	13760	57180	50	199	69	1590	4264	1720	3170	130	226	130	701	25	17	184	310	0	0.000	0.000	0.000	0.000	0.000	0.000	20640	2.131	0.000	12	104	100	-50	0	0	69	1590	Error
27	8	6	"Blank 6"	"140"	13980	57080	100	119	-2	6	4265	127	39	121	126	121	30	11	3	30	23	0	0.000	0.000	0.000	0.000	0.000	0.000	10145	0.033	0.000	80	530	100	-50	0	0	-2	6	Error
27	9	6	"Blank 6"	"140"	14250	57090	100	113	-8	7	4266	128	61	121	128	121	39	8	4	47	30	0	0.000	0.000	0.000	0.000	0.000	0.000	10267	0.000	0.000	80	538	100	-50	0	0	-8	7	Error
27	1	7	"Ng fr.43 0.9然"	"123"	12120	57230	100	111	-3	8	4267	122	45	114	119	114	37	11	6	36	31	0	0.000	0.000	0.000	0.000	0.000	0.000	9726	0.081	0.000	80	560	100	-50	0	0	-3	8	Error
27	2	7	"Ng fr.43 0.9然"	"123"	12390	57250	50	126	8	27	4268	145	60	118	120	118	20	25	25	41	16	0	0.000	0.000	0.000	0.000	0.000	0.000	1741	1.250	0.000	12	104	100	-50	0	0	8	27	Error
27	3	7	"Ng fr.43 0.9然"	"123"	12660	57270	100	116	-2	-1	4269	117	20	118	127	118	57	1	0	17	44	0	0.000	0.000	0.000	0.000	0.000	0.000	9337	-0.175	0.000	80	560	100	-50	0	0	-2	-1	Error
27	4	7	"Lg fr. 19 0.1然"	"139"	12940	57300	60	131	13	22	4270	140	59	118	123	118	23	44	25	42	18	0	0.000	0.000	0.000	0.000	0.000	0.000	4482	0.739	0.000	32	176	100	-50	0	0	13	22	Error
27	5	7	"Lg fr. 19 0.1然"	"139"	13210	57310	100	123	3	5	4271	125	26	120	149	120	382	0	0	20	256	0	0.000	0.000	0.000	0.000	0.000	0.000	9984	-0.063	0.000	80	560	100	-50	0	0	3	5	Error
27	6	7	"Lg fr. 19 0.1然"	"139"	13470	57320	100	122	-2	3	4272	127	27	124	160	124	390	0	0	21	243	0	0.000	0.000	0.000	0.000	0.000	0.000	10179	-0.085	0.000	80	555	100	-50	0	0	-2	3	Error
27	7	7	"Lg fr. 24 0.5然"	"155"	13740	57330	100	126	0	12	4273	138	61	126	339	126	2404	0	0	44	709	0	0.000	0.000	0.000	0.000	0.000	0.000	11048	-0.084	0.000	80	536	100	-50	0	0	0	12	Error
27	8	7	"Lg fr. 24 0.5然"	"155"	14000	57340	100	119	-7	-1	4274	125	36	126	274	126	1627	0	0	28	593	0	0.000	0.000	0.000	0.000	0.000	0.000	9980	-0.092	0.000	80	560	100	-50	0	0	-7	-1	Error
27	9	7	"Lg fr. 24 0.5然"	"155"	14320	57400	40	182	61	565	4275	686	1148	121	130	121	36	50	50	167	27	0	0.000	0.000	0.000	0.000	0.000	0.000	8226	15.444	0.000	12	68	100	-50	0	0	61	565	Error
27	1	8	"Ng fr.31 1.8然"	"138"	12130	57480	60	126	10	27	4276	143	67	116	122	116	31	28	13	46	25	0	0.000	0.000	0.000	0.000	0.000	0.000	4571	0.677	0.000	32	176	100	-50	0	0	10	27	Error
27	2	8	"Ng fr.31 1.8然"	"138"	12380	57480	70	120	5	249	4277	364	801	115	118	115	21	34	25	220	17	0	0.000	0.000	0.000	0.000	0.000	0.000	11636	11.714	0.000	32	236	100	-50	0	0	5	249	Error
27	3	8	"Ng fr.31 1.8然"	"138"	12640	57550	50	157	40	30	4278	147	28	117	126	117	41	50	0	19	32	0	0.000	0.000	0.000	0.000	0.000	0.000	1765	0.512	0.000	12	104	100	-50	0	0	40	30	Error
27	4	8	"Ng fr.35 1.2然"	"154"	12890	57530	40	147	26	1026	4279	1147	2015	121	126	121	32	50	42	175	25	0	0.000	0.000	0.000	0.000	0.000	0.000	13764	31.906	0.000	12	68	100	-50	0	0	26	1026	Error
27	5	8	"Ng fr.35 1.2然"	"154"	13150	57530	100	126	7	14	4280	133	36	119	126	119	36	16	5	27	28	0	0.000	0.000	0.000	0.000	0.000	0.000	10671	0.194	0.000	80	560	100	-50	0	0	7	14	Error
27	6	8	"Ng fr.35 1.2然"	"154"	13410	57540	100	117	-5	6	4281	128	58	122	132	122	51	6	5	45	38	0	0.000	0.000	0.000	0.000	0.000	0.000	10279	-0.078	0.000	80	560	100	-50	0	0	-5	6	Error
27	7	8	"Ng fr.39 0.8然"	"107"	13670	57550	100	122	-1	2	4282	125	22	123	128	123	29	8	3	17	22	0	0.000	0.000	0.000	0.000	0.000	0.000	9986	-0.103	0.000	80	560	100	-50	0	0	-1	2	Error
27	8	8	"Ng fr.39 0.8然"	"107"	13930	57560	100	119	-3	3	4283	125	43	122	242	122	1560	0	0	34	644	0	0.000	0.000	0.000	0.000	0.000	0.000	9978	-0.075	0.000	80	560	100	-50	0	0	-3	3	Error
27	9	8	"Ng fr.39 0.8然"	"107"	14190	57570	100	118	-4	1	4284	123	29	122	133	122	55	5	1	23	41	0	0.000	0.000	0.000	0.000	0.000	0.000	9852	-0.182	0.000	80	560	100	-50	0	0	-4	1	Error
27	1	9	"Ng fr.19 3.8然"	"153"	12180	57770	100	108	-1	8	4285	117	31	109	116	109	33	15	5	26	28	0	0.000	0.000	0.000	0.000	0.000	0.000	9347	0.030	0.000	80	560	100	-50	0	0	-1	8	Error
27	2	9	"Ng fr.19 3.8然"	"153"	12440	57780	100	116	8	14	4286	122	48	108	115	108	38	8	1	39	33	0	0.000	0.000	0.000	0.000	0.000	0.000	9772	0.184	0.000	80	555	100	-50	0	0	8	14	Error
27	3	9	"Ng fr.19 3.8然"	"153"	12660	57790	40	132	24	63	4287	171	121	108	115	108	25	50	42	70	21	0	0.000	0.000	0.000	0.000	0.000	0.000	2047	2.240	0.000	12	68	100	-50	0	0	24	63	Error
27	4	9	"Ng fr.23 8然"	"106"	12920	57790	50	126	9	14	4288	131	38	117	139	117	133	0	0	29	95	0	0.000	0.000	0.000	0.000	0.000	0.000	1575	-0.060	0.000	12	104	100	-50	0	0	9	14	Error
27	5	9	"Ng fr.23 8然"	"106"	13230	57800	80	126	12	17	4289	131	33	114	121	114	45	21	2	25	37	0	0.000	0.000	0.000	0.000	0.000	0.000	6789	0.222	0.000	52	340	100	-50	0	0	12	17	Error
27	6	9	"Ng fr.23 8然"	"106"	13530	57840	70	132	16	27	4290	143	45	116	121	116	33	38	22	31	27	0	0.000	0.000	0.000	0.000	0.000	0.000	4571	0.667	0.000	32	236	100	-50	0	0	16	27	Error
27	7	9	"Ng fr.27 1.7然"	"122"	13720	57820	100	117	1	7	4291	123	27	116	123	116	43	6	5	21	34	0	0.000	0.000	0.000	0.000	0.000	0.000	9821	0.000	0.000	80	556	100	-50	0	0	1	7	Error
27	8	9	"Ng fr.27 1.7然"	"122"	13980	57830	100	113	-4	1	4292	118	35	117	123	117	34	6	3	29	27	0	0.000	0.000	0.000	0.000	0.000	0.000	9447	-0.147	0.000	80	532	100	-50	0	0	-4	1	Error
27	9	9	"Ng fr.27 1.7然"	"122"	14240	57830	100	113	-8	-4	4293	117	22	121	129	121	44	5	0	18	34	0	0.000	0.000	0.000	0.000	0.000	0.000	9359	-0.273	0.000	80	504	100	-50	0	0	-8	-4	Error
27	1	10	"Ng fr.11 1然"	"105"	12120	58000	40	137	42	466	4294	561	938	95	97	95	23	58	42	167	23	0	0.000	0.000	0.000	0.000	0.000	0.000	6736	20.174	0.000	12	68	100	-50	0	0	42	466	Error
27	2	10	"Ng fr.11 1然"	"105"	12340	57940	60	136	34	1443	4295	1545	3646	102	104	102	19	50	50	235	18	0	0.000	0.000	0.000	0.000	0.000	0.000	49425	75.842	0.000	32	176	100	-50	0	0	34	1443	Error
27	3	10	"Ng fr.11 1然"	"105"	12660	57980	100	99	1	6	4296	104	25	98	101	98	25	18	4	24	24	0	0.000	0.000	0.000	0.000	0.000	0.000	8350	0.120	0.000	80	560	100	-50	0	0	1	6	Error
27	4	10	"Ng fr.13 10然"	"121"	12910	57990	100	99	-1	6	4297	106	35	100	105	100	33	9	5	33	31	0	0.000	0.000	0.000	0.000	0.000	0.000	8461	0.030	0.000	80	560	100	-50	0	0	-1	6	Error
27	5	10	"Ng fr.13 10然"	"121"	13170	58000	100	97	-2	8	4298	107	31	99	107	99	46	10	3	28	42	0	0.000	0.000	0.000	0.000	0.000	0.000	8555	0.000	0.000	80	559	100	-50	0	0	-2	8	Error
27	6	10	"Ng fr.13 10然"	"121"	13430	58000	100	105	6	12	4299	111	28	99	103	99	28	20	5	25	27	0	0.000	0.000	0.000	0.000	0.000	0.000	8899	0.286	0.000	80	555	100	-50	0	0	6	12	Error
27	7	10	"Ng fr.15 8.1然"	"137"	13690	58020	50	121	17	117	4300	221	201	104	113	104	39	42	33	90	34	0	0.000	0.000	0.000	0.000	0.000	0.000	2651	2.769	0.000	12	104	100	-50	0	0	17	117	Error
27	8	10	"Ng fr.15 8.1然"	"137"	13970	57990	70	110	6	13	4301	117	32	104	109	104	30	28	6	27	27	0	0.000	0.000	0.000	0.000	0.000	0.000	3731	0.267	0.000	32	231	100	-50	0	0	6	13	Error
27	9	10	"Ng fr.15 8.1然"	"137"	14220	57990	100	111	3	7	4302	115	27	108	131	108	273	0	0	23	208	0	0.000	0.000	0.000	0.000	0.000	0.000	9205	-0.059	0.000	80	504	100	-50	0	0	3	7	Error
27	1	11	"Lg 26-9"	"87"	12170	58260	60	3429	3376	3115	4303	3168	2121	53	59	53	37	100	97	66	62	0	0.000	0.000	0.000	0.000	0.000	0.000	101363	84.027	0.000	32	176	100	0	0	0	3376	3115	Error
27	2	11	"Lg 26-9"	"87"	12420	58260	60	6838	6780	6248	4304	6306	3471	58	60	58	20	100	100	55	33	0	0.000	0.000	0.000	0.000	0.000	0.000	201807	312.300	0.000	32	176	100	0	0	0	6780	6248	Error
27	3	11	"Lg 26-9"	"87"	12660	58260	60	4273	4213	3839	4305	3899	2744	60	59	60	16	94	94	70	27	0	0.000	0.000	0.000	0.000	0.000	0.000	124776	240.000	0.000	32	176	100	0	0	0	4213	3839	Error
27	4	11	"Print buffer"	"91"	12920	58240	60	2321	2255	2185	4306	2251	1238	66	69	66	24	100	100	54	34	0	0.000	0.000	0.000	0.000	0.000	0.000	72020	90.917	0.000	32	176	100	0	0	0	2255	2185	Error
27	5	11	"Print buffer"	"91"	13150	58250	60	2893	2825	3109	4307	3177	2161	68	69	68	26	100	100	68	37	0	0.000	0.000	0.000	0.000	0.000	0.000	101653	119.538	0.000	32	176	100	0	0	0	2825	3109	Error
27	6	11	"Print buffer"	"91"	13420	58250	60	2851	2779	2829	4308	2901	1668	72	74	72	25	100	100	57	33	0	0.000	0.000	0.000	0.000	0.000	0.000	92836	113.080	0.000	32	176	100	0	0	0	2779	2829	Error
27	7	11	"Print buffer"	"95"	13650	58250	60	141	69	63	4309	135	39	72	73	72	22	81	69	28	30	0	0.000	0.000	0.000	0.000	0.000	0.000	4317	2.818	0.000	32	176	100	0	0	0	69	63	Error
27	8	11	"Print buffer"	"95"	13890	58250	50	153	91	93	4310	155	21	62	116	62	193	0	0	13	166	0	0.000	0.000	0.000	0.000	0.000	0.000	1857	0.202	0.000	12	104	100	0	0	0	91	93	Error
27	9	11	"Print buffer"	"95"	14130	58250	50	168	109	123	4311	182	39	59	62	59	16	100	100	21	25	0	0.000	0.000	0.000	0.000	0.000	0.000	2178	7.500	0.000	12	104	100	0	0	0	109	123	Error
27	1	12	"Lg 18-8 1 然"	"75"	12210	58500	30	3437	3394	3676	4312	3719	885	43	2371	43	4848	25	0	23	204	0	0.000	0.000	0.000	0.000	0.000	0.000	14877	0.278	0.000	4	20	100	0	0	0	3394	3676	Error
27	2	12	"Lg 18-8 1 然"	"75"	12450	58500	30	3812	3707	3571	4313	3676	2194	105	1193	105	2095	75	50	59	175	0	0.000	0.000	0.000	0.000	0.000	0.000	14704	1.185	0.000	4	20	100	0	0	0	3707	3571	Error
27	3	12	"Lg 18-8 1 然"	"75"	12710	58480	30	8123	8068	8676	4314	8731	3821	55	447	55	740	100	100	43	165	0	0.000	0.000	0.000	0.000	0.000	0.000	34922	11.195	0.000	4	20	100	0	0	0	8068	8676	Error
27	4	12	"Lg 20-9 1 然"	"79"	12920	58500	50	2538	2497	5353	4315	5394	5074	41	48	41	26	100	100	94	54	0	0.000	0.000	0.000	0.000	0.000	0.000	64722	205.615	0.000	12	104	100	0	0	0	2497	5353	Error
27	5	12	"Lg 20-9 1 然"	"79"	13160	58470	50	1214	1171	1268	4316	1311	536	43	51	43	23	100	100	40	45	0	0.000	0.000	0.000	0.000	0.000	0.000	15730	54.783	0.000	12	104	100	0	0	0	1171	1268	Error
27	6	12	"Lg 20-9 1 然"	"79"	13420	58460	50	5532	5482	6615	4317	6665	5374	50	53	50	17	100	100	80	32	0	0.000	0.000	0.000	0.000	0.000	0.000	79983	388.941	0.000	12	104	100	0	0	0	5482	6615	Error
27	7	12	"Lg 23-11 3 然"	"83"	13660	58470	60	19859	19797	18153	4318	18215	13672	62	68	62	37	97	97	75	54	0	0.000	0.000	0.000	0.000	0.000	0.000	582865	490.459	0.000	32	176	100	0	0	0	19797	18153	Error
27	8	12	"Lg 23-11 3 然"	"83"	13900	58500	60	22591	22530	20416	4319	20477	15500	61	63	61	23	100	100	75	36	0	0.000	0.000	0.000	0.000	0.000	0.000	655253	887.565	0.000	32	176	100	0	0	0	22530	20416	Error
27	9	12	"Lg 23-11 3 然"	"83"	14150	58460	60	22088	22026	19762	4320	19824	14752	62	66	62	21	100	100	74	31	0	0.000	0.000	0.000	0.000	0.000	0.000	634357	940.857	0.000	32	176	100	0	0	0	22026	19762	Error
27	1	13	"Ng 21-8 10 然"	"63"	12240	58760	60	23311	23259	20747	4321	20799	14808	52	54	52	20	100	100	71	37	0	0.000	0.000	0.000	0.000	0.000	0.000	665580	1037.250	0.000	32	176	100	0	0	0	23259	20747	Error
27	2	13	"Ng 21-8 10 然"	"63"	12470	58780	60	26695	26645	22711	4322	22761	15789	50	50	50	12	100	100	69	24	0	0.000	0.000	0.000	0.000	0.000	0.000	728363	1892.583	0.000	32	176	100	0	0	0	26645	22711	Error
27	3	13	"Ng 21-8 10 然"	"63"	12730	58780	60	34565	34519	31181	4323	31227	20652	46	49	46	14	100	100	66	28	0	0.000	0.000	0.000	0.000	0.000	0.000	999266	2227.000	0.000	32	176	100	0	0	0	34519	31181	Error
27	4	13	"Lg 15-17 1 然"	"67"	12970	58750	60	3547	3498	3437	4324	3486	1774	49	49	49	14	100	100	50	28	0	0.000	0.000	0.000	0.000	0.000	0.000	111560	245.500	0.000	32	176	100	0	0	0	3498	3437	Error
27	5	13	"Lg 15-17 1 然"	"67"	13200	58740	60	3547	3496	3549	4325	3600	1866	51	53	51	16	100	100	51	30	0	0.000	0.000	0.000	0.000	0.000	0.000	115214	221.688	0.000	32	176	100	0	0	0	3496	3549	Error
27	6	13	"Lg 15-17 1 然"	"67"	13460	58760	60	4701	4648	4646	4326	4699	2903	53	57	53	27	94	94	61	47	0	0.000	0.000	0.000	0.000	0.000	0.000	150374	171.926	0.000	32	176	100	0	0	0	4648	4646	Error
27	7	13	"Lg 17-15 1 然"	"71"	13720	58740	30	6026	5954	6725	4327	6797	4151	72	3376	72	8408	25	0	61	249	0	0.000	0.000	0.000	0.000	0.000	0.000	27186	0.407	0.000	4	20	100	0	0	0	5954	6725	Error
27	8	13	"Lg 17-15 1 然"	"71"	13920	58730	60	14667	14607	14658	4328	14718	10053	60	62	60	24	100	100	68	38	0	0.000	0.000	0.000	0.000	0.000	0.000	470981	610.667	0.000	32	176	100	0	0	0	14607	14658	Error
27	9	13	"Lg 17-15 1 然"	"71"	14130	58710	30	7352	7290	7048	4329	7110	1269	62	576	62	960	100	100	17	166	0	0.000	0.000	0.000	0.000	0.000	0.000	28439	6.806	0.000	4	20	100	0	0	0	7290	7048	Error
27	1	14	"Ng 18-11 1 然"	"51"	12220	59010	30	5286	5247	5574	4330	5613	3211	39	1400	39	2275	75	75	57	162	0	0.000	0.000	0.000	0.000	0.000	0.000	22452	1.852	0.000	4	20	100	0	0	0	5247	5574	Error
27	2	14	"Ng 18-11 1 然"	"51"	12500	58990	30	5050	4988	4887	4331	4949	3203	62	1926	62	2861	50	50	64	148	0	0.000	0.000	0.000	0.000	0.000	0.000	19796	1.057	0.000	4	20	100	0	0	0	4988	4887	Error
27	3	14	"Ng 18-11 1 然"	"51"	12750	59000	30	7330	7274	7051	4332	7107	4425	56	1426	56	2307	75	75	62	161	0	0.000	0.000	0.000	0.000	0.000	0.000	28429	2.463	0.000	4	20	100	0	0	0	7274	7051	Error
27	4	14	"Ng 19-11 3 然"	"55"	12980	58990	60	25115	25069	23737	4333	23783	13715	46	47	46	14	100	100	57	29	0	0.000	0.000	0.000	0.000	0.000	0.000	761042	1695.429	0.000	32	176	100	0	0	0	25069	23737	Error
27	5	14	"Ng 19-11 3 然"	"55"	13190	59040	60	21076	21030	22008	4334	22054	12653	46	47	46	12	100	100	57	25	0	0.000	0.000	0.000	0.000	0.000	0.000	705730	1833.917	0.000	32	176	100	0	0	0	21030	22008	Error
27	6	14	"Ng 19-11 3 然"	"55"	13470	58990	60	23001	22948	22655	4335	22708	13130	53	69	53	48	100	100	57	69	0	0.000	0.000	0.000	0.000	0.000	0.000	726664	471.646	0.000	32	176	100	0	0	0	22948	22655	Error
27	7	14	"Ng 20-7 1 然"	"59"	13720	59010	50	315	273	270	4336	312	80	42	47	42	25	100	100	25	53	0	0.000	0.000	0.000	0.000	0.000	0.000	3747	10.600	0.000	12	104	100	0	0	0	273	270	Error
27	8	14	"Ng 20-7 1 然"	"59"	13970	58990	50	613	566	647	4337	694	270	47	51	47	19	100	100	38	37	0	0.000	0.000	0.000	0.000	0.000	0.000	8331	33.842	0.000	12	104	100	0	0	0	566	647	Error
27	9	14	"Ng 20-7 1 然"	"59"	14200	58990	50	251	207	226	4338	270	58	44	49	44	14	100	100	21	28	0	0.000	0.000	0.000	0.000	0.000	0.000	3242	15.786	0.000	12	104	100	0	0	0	207	226	Error
